Breakdown_ID,Tournament_ID,Platform,Broadcast_Language,Platform_Peak_Viewers,Platform_Hours_Watched_k,Viewer_Share_Pct
VBD_0018489,TN_003943,YouTube,Korean,17771,350.9,17.3
VBD_0018490,TN_003943,AfreecaTV / SOOP,Korean,9827,194.04,9.5
VBD_0018491,TN_003943,Twitch,Spanish,9675,191.04,9.4
VBD_0018492,TN_003944,Twitch,English,1143884,66641.05,42.3
VBD_0018493,TN_003944,Twitch,Russian,493734,28764.23,18.2
VBD_0018494,TN_003944,YouTube,Portuguese,463399,26997.01,17.1
VBD_0018495,TN_003944,Twitch,Spanish,343481,20010.76,12.7
VBD_0018496,TN_003944,Chzzk / AfreecaTV,Korean,166168,9680.75,6.1
VBD_0018497,TN_003945,Twitch,English,725275,28582.41,50.5
VBD_0018498,TN_003945,YouTube,English,377580,14880.07,26.3
VBD_0018499,TN_003945,Twitch,European,225871,8901.36,15.7
VBD_0018500,TN_003945,YouTube,Asian,152122,5994.99,10.6
VBD_0018501,TN_003946,Twitch,English,25762,999.91,48.9
VBD_0018502,TN_003946,YouTube,English,12871,499.59,24.4
VBD_0018503,TN_003946,Twitch,European,7448,289.1,14.1
VBD_0018504,TN_003946,YouTube,Asian,4574,177.56,8.7
VBD_0018505,TN_003947,YouTube,Indonesian,223961,14365.58,36.0
VBD_0018506,TN_003947,TikTok Live,Southeast Asian,155555,9977.82,25.0
VBD_0018507,TN_003947,YouTube,Vietnamese,120705,7742.4,19.4
VBD_0018508,TN_003947,Twitch,English,91223,5851.38,14.6
VBD_0018509,TN_003947,Facebook Gaming,Portuguese,22006,1411.59,3.5
VBD_0018510,TN_003948,Twitch,English,64578,831.01,50.5
VBD_0018511,TN_003948,YouTube,English,28873,371.55,22.6
VBD_0018512,TN_003948,Twitch,European,17685,227.58,13.8
VBD_0018513,TN_003948,YouTube,Asian,12880,165.75,10.1
VBD_0018514,TN_003949,Twitch,English,38668,695.16,34.4
VBD_0018515,TN_003949,YouTube,Vietnamese,28705,516.04,25.5
VBD_0018516,TN_003949,YouTube,Korean,25788,463.6,22.9
VBD_0018517,TN_003949,AfreecaTV / SOOP,Korean,15034,270.27,13.4
VBD_0018518,TN_003949,Twitch,Spanish,7506,134.95,6.7
VBD_0018519,TN_003950,Twitch,English,127440,3334.67,42.1
VBD_0018520,TN_003950,Twitch,Russian,54511,1426.37,18.0
VBD_0018521,TN_003950,YouTube,Portuguese,59589,1559.24,19.7
VBD_0018522,TN_003950,Twitch,Spanish,24136,631.58,8.0
VBD_0018523,TN_003950,Chzzk / AfreecaTV,Korean,19808,518.31,6.5
VBD_0018524,TN_003951,Twitch,English,114866,3868.28,51.2
VBD_0018525,TN_003951,YouTube,English,59345,1998.54,26.5
VBD_0018526,TN_003951,Twitch,European,29603,996.92,13.2
VBD_0018527,TN_003951,YouTube,Asian,17529,590.31,7.8
VBD_0018528,TN_003952,Twitch,English,1268587,52143.72,36.1
VBD_0018529,TN_003952,YouTube,Vietnamese,925792,38053.55,26.3
VBD_0018530,TN_003952,YouTube,Korean,658296,27058.47,18.7
VBD_0018531,TN_003952,AfreecaTV / SOOP,Korean,450370,18511.9,12.8
VBD_0018532,TN_003952,Twitch,Spanish,201130,8267.2,5.7
VBD_0018533,TN_003953,Twitch,English,727292,23707.94,44.4
VBD_0018534,TN_003953,Twitch,Russian,279798,9120.75,17.1
VBD_0018535,TN_003953,YouTube,Portuguese,273657,8920.56,16.7
VBD_0018536,TN_003953,Twitch,Spanish,165170,5384.14,10.1
VBD_0018537,TN_003953,Chzzk / AfreecaTV,Korean,96530,3146.66,5.9
VBD_0018538,TN_003954,Twitch,English,161893,3186.85,35.7
VBD_0018539,TN_003954,YouTube,Vietnamese,122443,2410.28,27.0
VBD_0018540,TN_003954,YouTube,Korean,86128,1695.42,19.0
VBD_0018541,TN_003954,AfreecaTV / SOOP,Korean,54439,1071.63,12.0
VBD_0018542,TN_003954,Twitch,Spanish,43441,855.14,9.6
VBD_0018543,TN_003955,YouTube,Indonesian,49847,821.01,37.7
VBD_0018544,TN_003955,TikTok Live,Southeast Asian,30578,503.65,23.2
VBD_0018545,TN_003955,YouTube,Vietnamese,25352,417.56,19.2
VBD_0018546,TN_003955,Twitch,English,21901,360.72,16.6
VBD_0018547,TN_003955,Facebook Gaming,Portuguese,5814,95.76,4.4
VBD_0018548,TN_003956,Twitch,English,164075,4720.01,47.3
VBD_0018549,TN_003956,YouTube,English,88623,2549.46,25.6
VBD_0018550,TN_003956,Twitch,European,43367,1247.56,12.5
VBD_0018551,TN_003956,YouTube,Asian,43112,1240.22,12.4
VBD_0018552,TN_003957,Twitch,English,457202,20460.55,34.9
VBD_0018553,TN_003957,YouTube,Vietnamese,316100,14145.98,24.1
VBD_0018554,TN_003957,YouTube,Korean,271492,12149.7,20.7
VBD_0018555,TN_003957,AfreecaTV / SOOP,Korean,163287,7307.38,12.5
VBD_0018556,TN_003957,Twitch,Spanish,68132,3049.05,5.2
VBD_0018557,TN_003958,Twitch,English,20863,180.2,33.9
VBD_0018558,TN_003958,YouTube,Vietnamese,17184,148.42,27.9
VBD_0018559,TN_003958,YouTube,Korean,11254,97.2,18.3
VBD_0018560,TN_003958,AfreecaTV / SOOP,Korean,6477,55.95,10.5
VBD_0018561,TN_003958,Twitch,Spanish,3137,27.1,5.1
VBD_0018562,TN_003959,YouTube,Indonesian,23732,967.69,32.3
VBD_0018563,TN_003959,TikTok Live,Southeast Asian,17744,723.52,24.1
VBD_0018564,TN_003959,YouTube,Vietnamese,16762,683.49,22.8
VBD_0018565,TN_003959,Twitch,English,11421,465.69,15.5
VBD_0018566,TN_003959,Facebook Gaming,Portuguese,1729,70.52,2.4
VBD_0018567,TN_003960,YouTube,Indonesian,44780,1413.44,37.6
VBD_0018568,TN_003960,TikTok Live,Southeast Asian,27714,874.76,23.3
VBD_0018569,TN_003960,YouTube,Vietnamese,22557,712.01,18.9
VBD_0018570,TN_003960,Twitch,English,20743,654.75,17.4
VBD_0018571,TN_003960,Facebook Gaming,Portuguese,5043,159.18,4.2
VBD_0018572,TN_003961,YouTube,Indonesian,735219,42796.66,33.3
VBD_0018573,TN_003961,TikTok Live,Southeast Asian,543371,31629.29,24.6
VBD_0018574,TN_003961,YouTube,Vietnamese,412332,24001.61,18.7
VBD_0018575,TN_003961,Twitch,English,281972,16413.41,12.8
VBD_0018576,TN_003961,Facebook Gaming,Portuguese,136860,7966.58,6.2
VBD_0018577,TN_003962,Twitch,English,21152,658.66,52.3
VBD_0018578,TN_003962,YouTube,English,9315,290.09,23.1
VBD_0018579,TN_003962,Twitch,European,6614,205.98,16.4
VBD_0018580,TN_003962,YouTube,Asian,4498,140.07,11.1
VBD_0018581,TN_003963,YouTube,Indonesian,56983,1752.97,32.3
VBD_0018582,TN_003963,TikTok Live,Southeast Asian,46040,1416.32,26.1
VBD_0018583,TN_003963,YouTube,Vietnamese,33552,1032.15,19.0
VBD_0018584,TN_003963,Twitch,English,24600,756.79,13.9
VBD_0018585,TN_003963,Facebook Gaming,Portuguese,13526,416.12,7.7
VBD_0018586,TN_003964,Twitch,English,128243,1978.26,47.9
VBD_0018587,TN_003964,Twitch,Russian,47072,726.13,17.6
VBD_0018588,TN_003964,YouTube,Portuguese,52835,815.04,19.8
VBD_0018589,TN_003964,Twitch,Spanish,29928,461.67,11.2
VBD_0018590,TN_003964,Chzzk / AfreecaTV,Korean,12252,189.01,4.6
VBD_0018591,TN_003965,Twitch,English,40665,1506.53,34.0
VBD_0018592,TN_003965,YouTube,Vietnamese,30408,1126.54,25.4
VBD_0018593,TN_003965,YouTube,Korean,24441,905.48,20.4
VBD_0018594,TN_003965,AfreecaTV / SOOP,Korean,16818,623.08,14.1
VBD_0018595,TN_003965,Twitch,Spanish,11287,418.17,9.4
VBD_0018596,TN_003966,Twitch,English,28661,408.13,50.4
VBD_0018597,TN_003966,YouTube,English,13094,186.47,23.0
VBD_0018598,TN_003966,Twitch,European,7735,110.15,13.6
VBD_0018599,TN_003966,YouTube,Asian,6051,86.17,10.6
VBD_0018600,TN_003967,YouTube,Indonesian,2273912,110291.22,34.6
VBD_0018601,TN_003967,TikTok Live,Southeast Asian,1615022,78333.2,24.6
VBD_0018602,TN_003967,YouTube,Vietnamese,1249229,60591.17,19.0
VBD_0018603,TN_003967,Twitch,English,1145973,55582.99,17.5
VBD_0018604,TN_003967,Facebook Gaming,Portuguese,216667,10508.99,3.3
VBD_0018605,TN_003968,Twitch,English,3236105,146062.53,51.9
VBD_0018606,TN_003968,YouTube,English,1417008,63957.06,22.7
VBD_0018607,TN_003968,Twitch,European,781095,35254.94,12.5
VBD_0018608,TN_003968,YouTube,Asian,678620,30629.74,10.9
VBD_0018609,TN_003969,Twitch,English,372026,37083.54,51.6
VBD_0018610,TN_003969,YouTube,English,167458,16692.25,23.2
VBD_0018611,TN_003969,Twitch,European,110214,10986.2,15.3
VBD_0018612,TN_003969,YouTube,Asian,79472,7921.84,11.0
VBD_0018613,TN_003970,YouTube,Indonesian,90293,2184.77,32.9
VBD_0018614,TN_003970,TikTok Live,Southeast Asian,66212,1602.1,24.1
VBD_0018615,TN_003970,YouTube,Vietnamese,55492,1342.71,20.2
VBD_0018616,TN_003970,Twitch,English,39461,954.82,14.4
VBD_0018617,TN_003970,Facebook Gaming,Portuguese,19916,481.91,7.3
VBD_0018618,TN_003971,Twitch,English,2148787,68466.07,48.6
VBD_0018619,TN_003971,YouTube,English,1191837,37975.08,27.0
VBD_0018620,TN_003971,Twitch,European,718507,22893.54,16.3
VBD_0018621,TN_003971,YouTube,Asian,341590,10883.98,7.7
VBD_0018622,TN_003972,Twitch,English,33414,275.42,50.5
VBD_0018623,TN_003972,YouTube,English,17833,146.99,26.9
VBD_0018624,TN_003972,Twitch,European,10542,86.9,15.9
VBD_0018625,TN_003972,YouTube,Asian,5976,49.26,9.0
VBD_0018626,TN_003973,Twitch,English,10276,262.72,48.9
VBD_0018627,TN_003973,YouTube,English,5710,145.99,27.2
VBD_0018628,TN_003973,Twitch,European,3211,82.11,15.3
VBD_0018629,TN_003973,YouTube,Asian,2575,65.85,12.2
VBD_0018630,TN_003974,YouTube,Indonesian,11496,306.13,32.6
VBD_0018631,TN_003974,TikTok Live,Southeast Asian,9766,260.04,27.7
VBD_0018632,TN_003974,YouTube,Vietnamese,6618,176.23,18.8
VBD_0018633,TN_003974,Twitch,English,6318,168.25,17.9
VBD_0018634,TN_003974,Facebook Gaming,Portuguese,1875,49.94,5.3
VBD_0018635,TN_003975,Twitch,English,25445,241.85,47.7
VBD_0018636,TN_003975,Twitch,Russian,10282,97.73,19.3
VBD_0018637,TN_003975,YouTube,Portuguese,8379,79.65,15.7
VBD_0018638,TN_003975,Twitch,Spanish,4484,42.63,8.4
VBD_0018639,TN_003975,Chzzk / AfreecaTV,Korean,2180,20.72,4.1
VBD_0018640,TN_003976,Twitch,English,623150,18894.74,32.7
VBD_0018641,TN_003976,YouTube,Vietnamese,442697,13423.15,23.3
VBD_0018642,TN_003976,YouTube,Korean,418752,12697.12,22.0
VBD_0018643,TN_003976,AfreecaTV / SOOP,Korean,272431,8260.49,14.3
VBD_0018644,TN_003976,Twitch,Spanish,135177,4098.76,7.1
VBD_0018645,TN_003977,Twitch,English,523250,13808.73,52.2
VBD_0018646,TN_003977,YouTube,English,242381,6396.52,24.2
VBD_0018647,TN_003977,Twitch,European,158034,4170.59,15.8
VBD_0018648,TN_003977,YouTube,Asian,106206,2802.83,10.6
VBD_0018649,TN_003978,Twitch,English,449706,37643.25,52.6
VBD_0018650,TN_003978,YouTube,English,199708,16716.87,23.3
VBD_0018651,TN_003978,Twitch,European,112876,9448.47,13.2
VBD_0018652,TN_003978,YouTube,Asian,65396,5474.11,7.6
VBD_0018653,TN_003979,Twitch,English,61838,1267.86,47.7
VBD_0018654,TN_003979,YouTube,English,34766,712.82,26.8
VBD_0018655,TN_003979,Twitch,European,21844,447.87,16.9
VBD_0018656,TN_003979,YouTube,Asian,9653,197.93,7.4
VBD_0018657,TN_003980,YouTube,Indonesian,21841,278.52,36.3
VBD_0018658,TN_003980,TikTok Live,Southeast Asian,16323,208.15,27.2
VBD_0018659,TN_003980,YouTube,Vietnamese,11338,144.58,18.9
VBD_0018660,TN_003980,Twitch,English,8133,103.72,13.5
VBD_0018661,TN_003980,Facebook Gaming,Portuguese,3605,45.98,6.0
VBD_0018662,TN_003981,YouTube,Indonesian,124819,5183.06,34.3
VBD_0018663,TN_003981,TikTok Live,Southeast Asian,88593,3678.82,24.3
VBD_0018664,TN_003981,YouTube,Vietnamese,79998,3321.91,22.0
VBD_0018665,TN_003981,Twitch,English,46128,1915.45,12.7
VBD_0018666,TN_003981,Facebook Gaming,Portuguese,11681,485.07,3.2
VBD_0018667,TN_003982,Twitch,English,58813,557.91,51.2
VBD_0018668,TN_003982,YouTube,English,27888,264.55,24.3
VBD_0018669,TN_003982,Twitch,European,15023,142.51,13.1
VBD_0018670,TN_003982,YouTube,Asian,10353,98.22,9.0
VBD_0018671,TN_003983,Twitch,English,398370,19713.94,45.6
VBD_0018672,TN_003983,Twitch,Russian,198736,9834.78,22.7
VBD_0018673,TN_003983,YouTube,Portuguese,144703,7160.84,16.5
VBD_0018674,TN_003983,Twitch,Spanish,101251,5010.56,11.6
VBD_0018675,TN_003983,Chzzk / AfreecaTV,Korean,35095,1736.75,4.0
VBD_0018676,TN_003984,YouTube,Indonesian,1567684,50515.85,37.0
VBD_0018677,TN_003984,TikTok Live,Southeast Asian,1005208,32391.06,23.7
VBD_0018678,TN_003984,YouTube,Vietnamese,904401,29142.73,21.4
VBD_0018679,TN_003984,Twitch,English,684566,22058.95,16.2
VBD_0018680,TN_003984,Facebook Gaming,Portuguese,87029,2804.37,2.1
VBD_0018681,TN_003985,Twitch,English,737349,50243.69,51.3
VBD_0018682,TN_003985,YouTube,English,363836,24792.17,25.3
VBD_0018683,TN_003985,Twitch,European,223823,15251.55,15.6
VBD_0018684,TN_003985,YouTube,Asian,124850,8507.42,8.7
VBD_0018685,TN_003986,Twitch,English,2459735,67782.19,52.6
VBD_0018686,TN_003986,YouTube,English,1133152,31225.94,24.2
VBD_0018687,TN_003986,Twitch,European,734800,20248.68,15.7
VBD_0018688,TN_003986,YouTube,Asian,446737,12310.62,9.6
VBD_0018689,TN_003987,Twitch,English,112924,2242.54,42.4
VBD_0018690,TN_003987,Twitch,Russian,52976,1052.05,19.9
VBD_0018691,TN_003987,YouTube,Portuguese,48225,957.69,18.1
VBD_0018692,TN_003987,Twitch,Spanish,33391,663.11,12.5
VBD_0018693,TN_003987,Chzzk / AfreecaTV,Korean,24258,481.74,9.1
VBD_0018694,TN_003988,YouTube,Indonesian,25407,517.73,33.1
VBD_0018695,TN_003988,TikTok Live,Southeast Asian,17954,365.86,23.4
VBD_0018696,TN_003988,YouTube,Vietnamese,17456,355.71,22.8
VBD_0018697,TN_003988,Twitch,English,10327,210.44,13.5
VBD_0018698,TN_003988,Facebook Gaming,Portuguese,3505,71.44,4.6
VBD_0018699,TN_003989,Twitch,English,1857750,103741.31,35.7
VBD_0018700,TN_003989,YouTube,Vietnamese,1163484,64971.79,22.4
VBD_0018701,TN_003989,YouTube,Korean,1022094,57076.2,19.7
VBD_0018702,TN_003989,AfreecaTV / SOOP,Korean,502573,28064.94,9.7
VBD_0018703,TN_003989,Twitch,Spanish,269130,15028.88,5.2
VBD_0018704,TN_003990,Twitch,English,202955,968.91,47.0
VBD_0018705,TN_003990,YouTube,English,112137,535.34,26.0
VBD_0018706,TN_003990,Twitch,European,61807,295.07,14.3
VBD_0018707,TN_003990,YouTube,Asian,44078,210.43,10.2
VBD_0018708,TN_003991,Twitch,English,476203,15167.75,34.0
VBD_0018709,TN_003991,YouTube,Vietnamese,335524,10686.92,24.0
VBD_0018710,TN_003991,YouTube,Korean,280878,8946.36,20.1
VBD_0018711,TN_003991,AfreecaTV / SOOP,Korean,146046,4651.79,10.4
VBD_0018712,TN_003991,Twitch,Spanish,105759,3368.6,7.6
VBD_0018713,TN_003992,YouTube,Indonesian,2551502,169438.86,36.5
VBD_0018714,TN_003992,TikTok Live,Southeast Asian,1920313,127523.18,27.5
VBD_0018715,TN_003992,YouTube,Vietnamese,1549470,102896.42,22.2
VBD_0018716,TN_003992,Twitch,English,997080,66213.6,14.3
VBD_0018717,TN_003992,Facebook Gaming,Portuguese,199032,13217.26,2.8
VBD_0018718,TN_003993,Twitch,English,300302,8045.07,37.4
VBD_0018719,TN_003993,YouTube,Vietnamese,209673,5617.15,26.1
VBD_0018720,TN_003993,YouTube,Korean,173694,4653.25,21.6
VBD_0018721,TN_003993,AfreecaTV / SOOP,Korean,95828,2567.23,11.9
VBD_0018722,TN_003993,Twitch,Spanish,40302,1079.71,5.0
VBD_0018723,TN_003994,YouTube,Indonesian,79023,1653.96,34.0
VBD_0018724,TN_003994,TikTok Live,Southeast Asian,57768,1209.09,24.9
VBD_0018725,TN_003994,YouTube,Vietnamese,42345,886.29,18.2
VBD_0018726,TN_003994,Twitch,English,37654,788.12,16.2
VBD_0018727,TN_003994,Facebook Gaming,Portuguese,12954,271.14,5.6
VBD_0018728,TN_003995,Twitch,English,523342,30080.55,34.9
VBD_0018729,TN_003995,YouTube,Vietnamese,341477,19627.39,22.8
VBD_0018730,TN_003995,YouTube,Korean,277527,15951.68,18.5
VBD_0018731,TN_003995,AfreecaTV / SOOP,Korean,196458,11292.01,13.1
VBD_0018732,TN_003995,Twitch,Spanish,122602,7046.95,8.2
VBD_0018733,TN_003996,Twitch,English,795639,77143.89,49.3
VBD_0018734,TN_003996,YouTube,English,431878,41874.29,26.8
VBD_0018735,TN_003996,Twitch,European,231029,22400.26,14.3
VBD_0018736,TN_003996,YouTube,Asian,152018,14739.48,9.4
VBD_0018737,TN_003997,Twitch,English,48486,471.02,48.2
VBD_0018738,TN_003997,YouTube,English,27661,268.72,27.5
VBD_0018739,TN_003997,Twitch,European,13371,129.9,13.3
VBD_0018740,TN_003997,YouTube,Asian,10682,103.77,10.6
VBD_0018741,TN_003998,Twitch,English,97433,2390.32,34.4
VBD_0018742,TN_003998,YouTube,Vietnamese,65295,1601.89,23.1
VBD_0018743,TN_003998,YouTube,Korean,56927,1396.6,20.1
VBD_0018744,TN_003998,AfreecaTV / SOOP,Korean,29666,727.81,10.5
VBD_0018745,TN_003998,Twitch,Spanish,23402,574.13,8.3
VBD_0018746,TN_003999,YouTube,Indonesian,105858,2619.74,34.8
VBD_0018747,TN_003999,TikTok Live,Southeast Asian,72636,1797.57,23.8
VBD_0018748,TN_003999,YouTube,Vietnamese,52204,1291.93,17.1
VBD_0018749,TN_003999,Twitch,English,48771,1206.98,16.0
VBD_0018750,TN_003999,Facebook Gaming,Portuguese,9410,232.89,3.1
VBD_0018751,TN_004000,YouTube,Indonesian,69042,1558.05,33.7
VBD_0018752,TN_004000,TikTok Live,Southeast Asian,55452,1251.38,27.1
VBD_0018753,TN_004000,YouTube,Vietnamese,39208,884.8,19.2
VBD_0018754,TN_004000,Twitch,English,34700,783.07,16.9
VBD_0018755,TN_004000,Facebook Gaming,Portuguese,13214,298.22,6.5
VBD_0018756,TN_004001,YouTube,Indonesian,90875,1169.02,37.4
VBD_0018757,TN_004001,TikTok Live,Southeast Asian,56810,730.82,23.4
VBD_0018758,TN_004001,YouTube,Vietnamese,45123,580.47,18.6
VBD_0018759,TN_004001,Twitch,English,42293,544.06,17.4
VBD_0018760,TN_004001,Facebook Gaming,Portuguese,19242,247.54,7.9
VBD_0018761,TN_004002,YouTube,Indonesian,125446,1928.3,35.1
VBD_0018762,TN_004002,TikTok Live,Southeast Asian,94689,1455.52,26.5
VBD_0018763,TN_004002,YouTube,Vietnamese,64008,983.91,17.9
VBD_0018764,TN_004002,Twitch,English,59984,922.04,16.8
VBD_0018765,TN_004002,Facebook Gaming,Portuguese,26188,402.55,7.3
VBD_0018766,TN_004003,Twitch,English,103249,1016.11,32.7
VBD_0018767,TN_004003,YouTube,Vietnamese,76066,748.59,24.1
VBD_0018768,TN_004003,YouTube,Korean,61528,605.52,19.5
VBD_0018769,TN_004003,AfreecaTV / SOOP,Korean,42467,417.93,13.5
VBD_0018770,TN_004003,Twitch,Spanish,30156,296.78,9.6
VBD_0018771,TN_004004,YouTube,Indonesian,414782,30734.6,34.3
VBD_0018772,TN_004004,TikTok Live,Southeast Asian,287433,21298.33,23.8
VBD_0018773,TN_004004,YouTube,Vietnamese,218375,16181.22,18.1
VBD_0018774,TN_004004,Twitch,English,192882,14292.25,15.9
VBD_0018775,TN_004004,Facebook Gaming,Portuguese,44628,3306.86,3.7
VBD_0018776,TN_004005,YouTube,Indonesian,58843,869.0,34.8
VBD_0018777,TN_004005,TikTok Live,Southeast Asian,46527,687.12,27.5
VBD_0018778,TN_004005,YouTube,Vietnamese,32682,482.67,19.3
VBD_0018779,TN_004005,Twitch,English,25827,381.43,15.3
VBD_0018780,TN_004005,Facebook Gaming,Portuguese,5474,80.84,3.2
VBD_0018781,TN_004006,Twitch,English,72591,2884.04,44.0
VBD_0018782,TN_004006,Twitch,Russian,33201,1319.09,20.1
VBD_0018783,TN_004006,YouTube,Portuguese,33976,1349.89,20.6
VBD_0018784,TN_004006,Twitch,Spanish,17655,701.46,10.7
VBD_0018785,TN_004006,Chzzk / AfreecaTV,Korean,12422,493.52,7.5
VBD_0018786,TN_004007,YouTube,Indonesian,17561,287.85,32.9
VBD_0018787,TN_004007,TikTok Live,Southeast Asian,14499,237.66,27.2
VBD_0018788,TN_004007,YouTube,Vietnamese,9974,163.49,18.7
VBD_0018789,TN_004007,Twitch,English,6817,111.74,12.8
VBD_0018790,TN_004007,Facebook Gaming,Portuguese,3915,64.18,7.3
VBD_0018791,TN_004008,YouTube,Indonesian,15136,251.02,36.6
VBD_0018792,TN_004008,TikTok Live,Southeast Asian,10092,167.37,24.4
VBD_0018793,TN_004008,YouTube,Vietnamese,8302,137.69,20.1
VBD_0018794,TN_004008,Twitch,English,5489,91.04,13.3
VBD_0018795,TN_004008,Facebook Gaming,Portuguese,2292,38.03,5.6
VBD_0018796,TN_004009,Twitch,English,596990,34987.98,45.5
VBD_0018797,TN_004009,Twitch,Russian,240371,14087.51,18.3
VBD_0018798,TN_004009,YouTube,Portuguese,261807,15343.81,20.0
VBD_0018799,TN_004009,Twitch,Spanish,165404,9693.87,12.6
VBD_0018800,TN_004009,Chzzk / AfreecaTV,Korean,101324,5938.37,7.7
VBD_0018801,TN_004010,Twitch,English,623610,51648.61,47.2
VBD_0018802,TN_004010,YouTube,English,346447,28693.49,26.2
VBD_0018803,TN_004010,Twitch,European,227882,18873.64,17.2
VBD_0018804,TN_004010,YouTube,Asian,108142,8956.55,8.2
VBD_0018805,TN_004011,Twitch,English,129029,753.77,46.2
VBD_0018806,TN_004011,Twitch,Russian,51311,299.75,18.4
VBD_0018807,TN_004011,YouTube,Portuguese,43710,255.35,15.7
VBD_0018808,TN_004011,Twitch,Spanish,21841,127.59,7.8
VBD_0018809,TN_004011,Chzzk / AfreecaTV,Korean,16118,94.16,5.8
VBD_0018810,TN_004012,Twitch,English,42077,488.56,47.5
VBD_0018811,TN_004012,Twitch,Russian,19005,220.67,21.5
VBD_0018812,TN_004012,YouTube,Portuguese,16929,196.56,19.1
VBD_0018813,TN_004012,Twitch,Spanish,8696,100.98,9.8
VBD_0018814,TN_004012,Chzzk / AfreecaTV,Korean,5425,63.0,6.1
VBD_0018815,TN_004013,YouTube,Indonesian,57211,1518.25,33.5
VBD_0018816,TN_004013,TikTok Live,Southeast Asian,41211,1093.67,24.2
VBD_0018817,TN_004013,YouTube,Vietnamese,36333,964.22,21.3
VBD_0018818,TN_004013,Twitch,English,27734,736.01,16.3
VBD_0018819,TN_004013,Facebook Gaming,Portuguese,3563,94.57,2.1
VBD_0018820,TN_004014,Twitch,English,100692,1084.9,48.2
VBD_0018821,TN_004014,YouTube,English,47532,512.13,22.7
VBD_0018822,TN_004014,Twitch,European,33069,356.31,15.8
VBD_0018823,TN_004014,YouTube,Asian,26236,282.68,12.5
VBD_0018824,TN_004015,Twitch,English,3794378,161846.31,44.5
VBD_0018825,TN_004015,Twitch,Russian,1909626,81453.67,22.4
VBD_0018826,TN_004015,YouTube,Portuguese,1477296,63012.96,17.3
VBD_0018827,TN_004015,Twitch,Spanish,895512,38197.39,10.5
VBD_0018828,TN_004015,Chzzk / AfreecaTV,Korean,584400,24927.16,6.8
VBD_0018829,TN_004016,Twitch,English,668163,35551.08,37.0
VBD_0018830,TN_004016,YouTube,Vietnamese,492877,26224.63,27.3
VBD_0018831,TN_004016,YouTube,Korean,407806,21698.24,22.6
VBD_0018832,TN_004016,AfreecaTV / SOOP,Korean,175074,9315.19,9.7
VBD_0018833,TN_004016,Twitch,Spanish,158867,8452.9,8.8
VBD_0018834,TN_004017,Twitch,English,1002588,45152.99,50.6
VBD_0018835,TN_004017,YouTube,English,484566,21823.13,24.5
VBD_0018836,TN_004017,Twitch,European,275866,12424.04,13.9
VBD_0018837,TN_004017,YouTube,Asian,246634,11107.55,12.5
VBD_0018838,TN_004018,Twitch,English,2742426,248061.47,50.1
VBD_0018839,TN_004018,YouTube,English,1528241,138234.49,27.9
VBD_0018840,TN_004018,Twitch,European,699298,63253.8,12.8
VBD_0018841,TN_004018,YouTube,Asian,545704,49360.78,10.0
VBD_0018842,TN_004019,YouTube,Indonesian,1437395,38031.18,35.4
VBD_0018843,TN_004019,TikTok Live,Southeast Asian,1070536,28324.68,26.4
VBD_0018844,TN_004019,YouTube,Vietnamese,837594,22161.39,20.6
VBD_0018845,TN_004019,Twitch,English,719196,19028.77,17.7
VBD_0018846,TN_004019,Facebook Gaming,Portuguese,110858,2933.14,2.7
VBD_0018847,TN_004020,YouTube,Indonesian,626313,19943.99,36.5
VBD_0018848,TN_004020,TikTok Live,Southeast Asian,404676,12886.3,23.6
VBD_0018849,TN_004020,YouTube,Vietnamese,377071,12007.28,22.0
VBD_0018850,TN_004020,Twitch,English,229350,7303.32,13.4
VBD_0018851,TN_004020,Facebook Gaming,Portuguese,64957,2068.48,3.8
VBD_0018852,TN_004021,Twitch,English,162216,2172.48,46.1
VBD_0018853,TN_004021,Twitch,Russian,69795,934.73,19.8
VBD_0018854,TN_004021,YouTube,Portuguese,65029,870.9,18.5
VBD_0018855,TN_004021,Twitch,Spanish,27166,363.82,7.7
VBD_0018856,TN_004021,Chzzk / AfreecaTV,Korean,24696,330.75,7.0
VBD_0018857,TN_004022,Twitch,English,256238,6244.71,48.7
VBD_0018858,TN_004022,YouTube,English,125556,3059.9,23.9
VBD_0018859,TN_004022,Twitch,European,86306,2103.35,16.4
VBD_0018860,TN_004022,YouTube,Asian,40500,987.03,7.7
VBD_0018861,TN_004023,Twitch,English,2999437,176709.11,48.5
VBD_0018862,TN_004023,YouTube,English,1648589,97125.15,26.7
VBD_0018863,TN_004023,Twitch,European,742314,43732.78,12.0
VBD_0018864,TN_004023,YouTube,Asian,498173,29349.41,8.1
VBD_0018865,TN_004024,Twitch,English,22055,513.29,48.2
VBD_0018866,TN_004024,YouTube,English,11945,278.01,26.1
VBD_0018867,TN_004024,Twitch,European,7649,178.02,16.7
VBD_0018868,TN_004024,YouTube,Asian,3506,81.6,7.7
VBD_0018869,TN_004025,Twitch,English,25180,267.52,35.9
VBD_0018870,TN_004025,YouTube,Vietnamese,16918,179.74,24.1
VBD_0018871,TN_004025,YouTube,Korean,15527,164.97,22.1
VBD_0018872,TN_004025,AfreecaTV / SOOP,Korean,6875,73.05,9.8
VBD_0018873,TN_004025,Twitch,Spanish,6296,66.89,9.0
VBD_0018874,TN_004026,Twitch,English,749929,34821.96,43.6
VBD_0018875,TN_004026,Twitch,Russian,319843,14851.5,18.6
