Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio,Prize_Pool_Raw
TN_005336,Free Fire Tier Championship 2025,G_14,2025,11,2025-11-06,2025-11-30,24,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,Indonesia,Jakarta,IDN,3017300.96,0,6687038.0,2751088,528208.9,192,TM_00101,0.4512,
TN_005337,Rocket League Tier Championship 2015,G_10,2015,2,2015-02-07,2015-02-16,9,Tier 3 (B-Tier / Minor),Online,Psyonix,Online,Online,GLB,72048.52,0,177297.0,59482,3747.37,63,TM_00118,0.4064,"$72,048.52"
TN_005338,Free Fire Tier Championship 2021,G_14,2021,10,2021-10-27,2021-11-25,29,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Philippines,Manila,PHL,464223.72,0,798289.0,331180,67229.54,203,TM_00097,0.5815,TBD / Postponed
TN_005339,Free Fire Tier Championship 2012,G_14,2012,2,2012-02-23,2012-03-08,14,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,25140.59,0,67270.0,20976,2055.65,98,TM_00137,0.3737,"$25,140.59"
TN_005340,Dota 2 Tier Championship 2018,G_02,2018,4,2018-04-15,2018-04-20,5,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,Thailand,Bangkok,THA,61139.64,1,75285.0,30289,1211.56,40,TM_00129,0.8121,"$61,139.64"
TN_005341,StarCraft II Tier Championship 2019,G_13,2019,12,2019-12-10,2019-12-17,7,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,,GLB,18772.31,0,83320.0,35154,1476.47,42,TM_00177,0.2253,"$18,772.31"
TN_005342,Free Fire Tier Championship 2025,G_14,2025,6,2025-06-05,2025-06-18,13,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Philippines,Manila,PHL,12646.9,0,72033.0,28987,1884.15,65,TM_00126,0.1756,"$12,646.90"
TN_005343,PUBG: Battlegrounds Tier Championship 2021,G_18,2021,12,2021-12-04,2021-12-15,11,Tier 4 (Regional / Qualifier),Online,Krafton,Online,,GLB,47114.16,0,,24427,1880.88,77,TM_00027,0.7683,"$47,114.16"
TN_005344,Rocket League Tier Championship 2024,G_10,2024,2,2024-02-25,2024-03-13,17,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,United States,Seattle,USA,1951877.67,0,6532152.0,2433807,330997.75,136,TM_00115,0.2988,"$1,951,877.67"
TN_005345,Rainbow Six Siege Tier Championship 2021,G_09,2021,8,2021-08-08,2021-08-14,6,Tier 4 (Regional / Qualifier),Online,Ubisoft,Online,Online,GLB,48384.89,0,120844.0,43610,1831.62,42,TM_00084,0.4004,"$48,384.89"
TN_005346,Street Fighter 6 Tier Championship 2016,G_17,2016,2,2016-02-11,2016-02-21,10,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,25253.05,0,189936.0,68490,4794.3,70,TM_00044,0.133,TBD / Postponed
TN_005347,Tekken 8 Tier Championship 2019,G_16,2019,12,2019-12-14,2019-12-24,10,Tier 4 (Regional / Qualifier),Online,ESL FACEIT Group,Online,Online,GLB,20392.81,0,103077.0,40430,2830.1,70,TM_00094,0.1978,"$20,392.81"
TN_005348,StarCraft II Tier Championship 2025,G_13,2025,1,2025-01-22,2025-02-22,31,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,Philippines,Manila,PHL,3133740.35,0,7071994.0,2759438,513255.47,186,TM_00173,0.4431,"$3,133,740.35"
TN_005349,Arena of Valor Tier Championship 2020,G_06,2020,9,2020-09-24,2020-09-30,6,Tier 3 (B-Tier / Minor),Online,Tencent / Garena,Online,Online,GLB,179277.75,0,331226.0,109116,3273.48,30,TM_00031,0.5413,"$179,277.75"
TN_005350,Tekken 8 Tier Championship 2016,G_16,2016,10,2016-10-08,2016-10-15,7,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,53923.42,0,311859.0,132126,7399.06,56,TM_00162,0.1729,"$53,923.42"
TN_005351,League of Legends Tier Championship 2021,G_01,2021,6,2021-06-23,2021-06-26,3,Tier 3 (B-Tier / Minor),Online,PGL,Online,,GLB,236836.66,0,378658.0,112195,2692.68,24,TM_00002,0.6255,"$236,836.66"
TN_005352,Fortnite Tier Championship 2016,G_08,2016,6,2016-06-17,2016-06-20,3,Tier 3 (B-Tier / Minor),Offline (LAN),Epic Games,Philippines,Manila,PHL,39122.45,0,149146.0,58326,1049.87,18,TM_00053,0.2623,"$39,122.45"
TN_005353,Rocket League Tier Championship 2018,G_10,2018,11,2018-11-10,2018-12-06,26,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,Thailand,Bangkok,THA,3493869.71,0,3933082.0,1608687,250955.17,156,TM_00166,0.8883,"$3,493,869.71"
TN_005354,VALORANT Tier Championship 2023,G_04,2023,12,2023-12-08,2024-01-08,31,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Poland,Katowice,POL,260177.1,0,1132319.0,425893,79216.1,186,TM_00086,0.2298,
TN_005355,Rocket League Tier Championship 2020,G_10,2020,4,2020-04-10,2020-04-28,18,Tier 2 (A-Tier / Major),Offline (LAN),Psyonix,Thailand,Bangkok,THA,481226.83,0,984067.0,333326,41999.08,126,TM_00100,0.489,
TN_005356,Street Fighter 6 Tier Championship 2018,G_17,2018,6,2018-06-15,2018-07-09,24,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,China,Shanghai,CHN,1448353.1,0,1410819.0,557793,66935.16,120,TM_00088,1.0266,TBD / Postponed
TN_005357,StarCraft II Tier Championship 2022,G_13,2022,6,2022-06-28,2022-07-06,8,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,139934.84,0,345483.0,152119,7301.71,48,TM_00025,0.405,"$139,934.84"
TN_005358,Street Fighter 6 Tier Championship 2023,G_17,2023,7,2023-07-07,2023-07-18,11,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,200751.53,0,204774.0,91744,5045.92,55,TM_00154,0.9804,"$200,751.53"
TN_005359,Call of Duty: Warzone Tier Championship 2025,G_15,2025,11,2025-11-07,2025-11-12,5,Tier 4 (Regional / Qualifier),Online,Activision,Online,Online,GLB,31564.77,0,113564.0,47345,1657.08,35,TM_00116,0.2779,"$31,564.77"
TN_005360,Rocket League Tier Championship 2024,G_10,2024,11,2024-11-24,2024-11-29,5,Tier 4 (Regional / Qualifier),Online,Psyonix,Online,Online,GLB,19512.51,0,85957.0,30373,1214.92,40,TM_00080,0.227,"$19,512.51"
TN_005361,CrossFire Tier Championship 2019,G_20,2019,2,2019-02-13,2019-03-20,35,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,United States,Seattle,USA,115390.62,0,1262011.0,429659,120304.52,280,TM_00109,0.0914,"$115,390.62"
TN_005362,Mobile Legends: Bang Bang Tier Championship 2017,G_07,2017,3,2017-03-23,2017-04-04,12,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,181436.73,0,218312.0,78817,7566.43,96,TM_00087,0.8311,TBD / Postponed
TN_005363,Teamfight Tactics Tier Championship 2013,G_19,2013,12,2013-12-09,2014-01-05,27,Tier 2 (A-Tier / Major),Offline (LAN),PGL,United Kingdom,London,GBR,299494.32,0,460735.0,156585,25366.77,162,TM_00106,0.65,"$299,494.32"
TN_005364,Fortnite Tier Championship 2012,G_08,2012,11,2012-11-16,2012-12-06,20,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,South Korea,Seoul,KOR,143882.23,0,508951.0,203613,28505.82,140,TM_00112,0.2827,"$143,882.23"
TN_005365,Apex Legends Tier Championship 2020,G_12,2020,11,2020-11-09,2020-12-10,31,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,United Kingdom,London,GBR,928176.98,0,3300011.0,936215,232181.32,248,TM_00107,0.2813,TBD / Postponed
TN_005366,Teamfight Tactics Tier Championship 2023,G_19,2023,12,2023-12-06,2023-12-17,11,Tier 4 (Regional / Qualifier),Offline (LAN),Riot Games,Philippines,Manila,PHL,11036.83,0,114058.0,39011,2145.61,55,TM_00099,0.0968,"$11,036.83"
TN_005367,Apex Legends Tier Championship 2020,G_12,2020,10,2020-10-28,2020-11-01,4,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Poland,,POL,35452.91,0,,86267,2070.41,24,TM_00145,0.1401,"$35,452.91"
TN_005368,Fortnite Tier Championship 2020,G_08,2020,3,2020-03-24,2020-04-05,12,Tier 3 (B-Tier / Minor),Online,Epic Games,Online,Online,GLB,123468.34,0,140384.0,51329,4311.64,84,TM_00055,0.8795,TBD / Postponed
TN_005369,Dota 2 Tier Championship 2022,G_02,2022,2,2022-02-25,2022-03-11,14,Tier 3 (B-Tier / Minor),Offline (LAN),Valve,Germany,Berlin,DEU,60358.64,1,414524.0,166004,13944.34,84,TM_00003,0.1456,"$60,358.64"
TN_005370,Call of Duty: Warzone Tier Championship 2013,G_15,2013,3,2013-03-17,2013-04-12,26,Tier 1 (S-Tier / Premier),Offline (LAN),Activision,South Korea,,KOR,3542901.57,0,,867242,135289.75,156,TM_00131,1.6595,"$3,542,901.57"
TN_005371,Apex Legends Tier Championship 2025,G_12,2025,6,2025-06-08,2025-06-25,17,Tier 2 (A-Tier / Major),Offline (LAN),EA / Respawn,Vietnam,Hanoi,VNM,171970.7,0,1960783.0,562636,66953.68,119,TM_00152,0.0877,"$171,970.70"
TN_005372,Tekken 8 Tier Championship 2013,G_16,2013,5,2013-05-11,2013-05-19,8,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,65021.07,0,152582.0,54939,3076.58,56,TM_00128,0.4261,"$65,021.07"
TN_005373,VALORANT Tier Championship 2019,G_04,2019,2,2019-02-27,2019-03-10,11,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,83915.67,0,209101.0,81488,5378.21,66,TM_00056,0.4013,"$83,915.67"
TN_005374,CrossFire Tier Championship 2020,G_20,2020,6,2020-06-18,2020-06-29,11,Tier 4 (Regional / Qualifier),Online,Smilegate,Online,Online,GLB,18684.02,0,94686.0,34955,2307.03,66,TM_00165,0.1973,"$18,684.02"
TN_005375,Apex Legends Tier Championship 2013,G_12,2013,2,2013-02-09,2013-02-12,3,Tier 3 (B-Tier / Minor),Offline (LAN),PGL,South Korea,Seoul,KOR,123827.58,0,145431.0,48665,1021.97,21,TM_00145,0.8515,"$123,827.58"
TN_005376,StarCraft II Tier Championship 2024,G_13,2024,7,2024-07-08,2024-07-11,3,Tier 4 (Regional / Qualifier),Online,PGL,Online,Online,GLB,9638.71,0,76915.0,27594,496.69,18,TM_00132,0.1253,"$9,638.71"
TN_005377,Counter-Strike 2 Tier Championship 2019,G_03,2019,9,2019-09-05,2019-09-14,9,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,63174.37,0,101306.0,44070,2379.78,54,TM_00078,0.6236,"$63,174.37"
TN_005378,CrossFire Tier Championship 2017,G_20,2017,6,2017-06-22,2017-06-29,7,Tier 4 (Regional / Qualifier),Online,Smilegate,Online,Online,GLB,15532.68,0,54926.0,16354,572.39,35,TM_00068,0.2828,TBD / Postponed
TN_005379,StarCraft II Tier Championship 2025,G_13,2025,5,2025-05-15,2025-06-09,25,Tier 1 (S-Tier / Premier),Offline (LAN),Blizzard,Indonesia,Jakarta,IDN,3609083.34,0,5705133.0,2410168,482033.6,200,TM_00082,0.6326,"$3,609,083.34"
TN_005380,PUBG: Battlegrounds Tier Championship 2017,G_18,2017,2,2017-02-14,2017-02-27,13,Tier 3 (B-Tier / Minor),Offline (LAN),PGL,Philippines,Manila,PHL,53882.81,0,207124.0,68336,4441.84,65,TM_00140,0.2601,"$53,882.81"
TN_005381,Apex Legends Tier Championship 2018,G_12,2018,4,2018-04-05,2018-04-19,14,Tier 4 (Regional / Qualifier),Online,EA / Respawn,Online,Online,GLB,46673.64,0,52281.0,16236,1591.13,98,TM_00107,0.8927,"$46,673.64"
TN_005382,Apex Legends Tier Championship 2017,G_12,2017,1,2017-01-17,2017-01-26,9,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,,GLB,209049.74,0,328210.0,95691,5167.31,54,TM_00107,0.6369,"$209,049.74"
TN_005383,Counter-Strike 2 Tier Championship 2021,G_03,2021,9,2021-09-14,2021-09-23,9,Tier 3 (B-Tier / Minor),Offline (LAN),Valve,Singapore,Singapore,SGP,169978.69,0,234301.0,103795,6539.09,63,TM_00009,0.7255,"$169,978.69"
TN_005384,Apex Legends Tier Championship 2012,G_12,2012,11,2012-11-07,2012-11-14,7,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,23772.31,0,37646.0,13010,728.56,56,TM_00038,0.6315,"$23,772.31"
TN_005385,StarCraft II Tier Championship 2019,G_13,2019,1,2019-01-22,2019-02-04,13,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,,GLB,5847.31,0,22229.0,6955,542.49,78,TM_00155,0.263,TBD / Postponed
TN_005386,League of Legends Tier Championship 2015,G_01,2015,4,2015-04-01,2015-04-13,12,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,71140.87,0,68817.0,19456,1400.83,72,TM_00008,1.0338,"$71,140.87"
TN_005387,Call of Duty: Warzone Tier Championship 2023,G_15,2023,6,2023-06-18,2023-06-23,5,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Saudi Arabia,Riyadh,SAU,35058.3,0,124814.0,47782,1672.37,35,TM_00051,0.2809,"$35,058.30"
TN_005388,Free Fire Tier Championship 2014,G_14,2014,7,2014-07-15,2014-07-28,13,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,71331.85,0,54830.0,23807,1856.95,78,TM_00157,1.301,"$71,331.85"
TN_005389,Mobile Legends: Bang Bang Tier Championship 2021,G_07,2021,7,2021-07-07,2021-07-11,4,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,45213.25,0,91378.0,39512,948.29,24,TM_00104,0.4948,TBD / Postponed
TN_005390,Fortnite Tier Championship 2019,G_08,2019,4,2019-04-01,2019-04-12,11,Tier 3 (B-Tier / Minor),Online,Epic Games,Online,,GLB,30847.26,0,,55363,4262.95,77,TM_00114,0.2127,"$30,847.26"
TN_005391,Counter-Strike 2 Tier Championship 2023,G_03,2023,7,2023-07-02,2023-07-31,29,Tier 2 (A-Tier / Major),Offline (LAN),Valve,United States,Seattle,USA,330547.17,0,1720874.0,614560,106933.44,174,TM_00032,0.1921,TBD / Postponed
TN_005392,Overwatch 2 Tier Championship 2023,G_11,2023,12,2023-12-13,2023-12-24,11,Tier 4 (Regional / Qualifier),Offline (LAN),ESL FACEIT Group,Germany,Cologne,DEU,6551.03,0,91651.0,34930,2305.38,66,TM_00147,0.0715,"$6,551.03"
TN_005393,Arena of Valor Tier Championship 2025,G_06,2025,4,2025-04-23,2025-04-30,7,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,49193.34,0,252298.0,102023,3570.8,35,TM_00011,0.195,TBD / Postponed
TN_005394,Fortnite Tier Championship 2025,G_08,2025,9,2025-09-27,2025-10-10,13,Tier 4 (Regional / Qualifier),Offline (LAN),Epic Games,Vietnam,Ho Chi Minh City,VNM,12363.01,0,166874.0,64484,6706.34,104,TM_00053,0.0741,"$12,363.01"
TN_005395,Call of Duty: Warzone Tier Championship 2024,G_15,2024,5,2024-05-19,2024-06-01,13,Tier 4 (Regional / Qualifier),Offline (LAN),Activision,United States,Los Angeles,USA,33869.4,0,81796.0,28801,1872.07,65,TM_00067,0.4141,"$33,869.40"
TN_005396,Free Fire Tier Championship 2013,G_14,2013,7,2013-07-26,2013-08-17,22,Tier 2 (A-Tier / Major),Offline (LAN),Garena,France,Paris,FRA,475075.24,0,880779.0,258728,34152.1,132,TM_00157,0.5394,"$475,075.24"
TN_005397,StarCraft II Tier Championship 2024,G_13,2024,11,2024-11-02,2024-11-19,17,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,France,Paris,FRA,315978.91,0,1800701.0,759500,64557.5,85,TM_00173,0.1755,"$315,978.91"
TN_005398,Dota 2 Tier Championship 2019,G_02,2019,12,2019-12-23,2020-01-18,26,Tier 2 (A-Tier / Major),Offline (LAN),Valve,United States,Seattle,USA,123651.13,1,1365424.0,610838,127054.3,208,TM_00062,0.0906,"$123,651.13"
TN_005399,Tekken 8 Tier Championship 2022,G_16,2022,4,2022-04-25,2022-05-04,9,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,41071.14,0,13699.0,4869,262.93,54,TM_00094,2.9981,"$41,071.14"
TN_005400,StarCraft II Tier Championship 2022,G_13,2022,3,2022-03-17,2022-04-11,25,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Vietnam,Hanoi,VNM,286117.91,0,949566.0,342001,59850.18,175,TM_00155,0.3013,"$286,117.91"
TN_005401,Arena of Valor Tier Championship 2022,G_06,2022,2,2022-02-10,2022-02-13,3,Tier 3 (B-Tier / Minor),Online,Tencent / Garena,Online,Online,GLB,30884.88,0,125416.0,51298,1077.26,21,TM_00064,0.2463,
TN_005402,Arena of Valor Tier Championship 2016,G_06,2016,8,2016-08-20,2016-09-07,18,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Indonesia,Jakarta,IDN,359441.56,0,1513438.0,494662,62327.41,126,TM_00117,0.2375,"$359,441.56"
TN_005403,PUBG Mobile Tier Championship 2020,G_05,2020,2,2020-02-25,2020-03-30,34,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton / Tencent,United States,Seattle,USA,9965480.29,0,4559110.0,1398158,237686.86,170,TM_00024,2.1858,"$9,965,480.29"
TN_005404,PUBG Mobile Tier Championship 2024,G_05,2024,9,2024-09-10,2024-09-14,4,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,Philippines,Manila,PHL,48716.37,0,450780.0,187549,3750.98,20,TM_00024,0.1081,
TN_005405,PUBG: Battlegrounds Tier Championship 2017,G_18,2017,7,2017-07-24,2017-08-02,9,Tier 4 (Regional / Qualifier),Online,Krafton,Online,,GLB,15942.71,0,59566.0,25234,1135.53,45,TM_00077,0.2676,"$15,942.71"
TN_005406,Tekken 8 Tier Championship 2020,G_16,2020,12,2020-12-22,2020-12-25,3,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,56711.38,0,460276.0,156845,3764.28,24,TM_00125,0.1232,"$56,711.38"
TN_005407,Rocket League Tier Championship 2023,G_10,2023,1,2023-01-10,2023-02-11,32,Tier 2 (A-Tier / Major),Offline (LAN),Psyonix,Philippines,Manila,PHL,385251.7,0,1914891.0,698185,111709.6,160,TM_00100,0.2012,"$385,251.70"
TN_005408,Rocket League Tier Championship 2017,G_10,2017,11,2017-11-04,2017-11-11,7,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Saudi Arabia,Riyadh,SAU,49773.36,0,370190.0,115870,5677.63,49,TM_00115,0.1345,"$49,773.36"
TN_005409,CrossFire Tier Championship 2014,G_20,2014,4,2014-04-17,2014-05-01,14,Tier 3 (B-Tier / Minor),Offline (LAN),Smilegate,United States,Seattle,USA,50804.18,0,142877.0,58136,6511.23,112,TM_00165,0.3556,"$50,804.18"
TN_005410,Overwatch 2 Tier Championship 2024,G_11,2024,3,2024-03-10,2024-03-17,7,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,64960.8,0,161305.0,54024,1890.84,35,TM_00076,0.4027,
TN_005411,Rainbow Six Siege Tier Championship 2024,G_09,2024,1,2024-01-14,2024-02-17,34,Tier 2 (A-Tier / Major),Offline (LAN),Ubisoft,Indonesia,Jakarta,IDN,414219.77,0,2131271.0,936386,254696.99,272,TM_00060,0.1944,
TN_005412,Rainbow Six Siege Tier Championship 2024,G_09,2024,9,2024-09-18,2024-09-26,8,Tier 3 (B-Tier / Minor),Offline (LAN),Ubisoft,Vietnam,Ho Chi Minh City,VNM,78276.69,0,341635.0,146356,9366.78,64,TM_00111,0.2291,"$78,276.69"
TN_005413,CrossFire Tier Championship 2024,G_20,2024,4,2024-04-28,2024-05-03,5,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,174146.69,0,273166.0,115065,4602.6,40,TM_00156,0.6375,"$174,146.69"
TN_005414,StarCraft II Tier Championship 2012,G_13,2012,6,2012-06-02,2012-06-07,5,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,428117.38,0,106722.0,40189,1205.67,30,TM_00132,4.0115,"$428,117.38"
TN_005415,StarCraft II Tier Championship 2021,G_13,2021,4,2021-04-25,2021-05-03,8,Tier 3 (B-Tier / Minor),Offline (LAN),Blizzard,Poland,Katowice,POL,128154.96,0,143811.0,41470,2322.32,56,TM_00155,0.8911,"$128,154.96"
TN_005416,PUBG: Battlegrounds Tier Championship 2014,G_18,2014,12,2014-12-09,2014-12-12,3,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,168515.5,0,46380.0,20446,306.69,15,TM_00071,3.6334,"$168,515.50"
TN_005417,Free Fire Tier Championship 2016,G_14,2016,2,2016-02-21,2016-03-27,35,Tier 2 (A-Tier / Major),Offline (LAN),Garena,South Korea,Seoul,KOR,570291.36,0,899664.0,345789,72615.69,210,TM_00022,0.6339,"$570,291.36"
TN_005418,VALORANT Tier Championship 2018,G_04,2018,10,2018-10-17,2018-10-31,14,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Thailand,Bangkok,THA,109587.39,0,191280.0,72303,6073.45,84,TM_00143,0.5729,"$109,587.39"
TN_005419,Fortnite Tier Championship 2015,G_08,2015,4,2015-04-22,2015-04-30,8,Tier 4 (Regional / Qualifier),Offline (LAN),ESL FACEIT Group,South Korea,Seoul,KOR,30953.11,0,59039.0,17148,1097.47,64,TM_00105,0.5243,"$30,953.11"
TN_005420,Tekken 8 Tier Championship 2012,G_16,2012,7,2012-07-15,2012-07-19,4,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,54535.56,0,85362.0,28665,802.62,28,TM_00160,0.6389,"$54,535.56"
TN_005421,Arena of Valor Tier Championship 2016,G_06,2016,4,2016-04-08,2016-04-25,17,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Poland,Katowice,POL,618170.75,0,1060117.0,416528,56647.81,136,TM_00176,0.5831,"$618,170.75"
TN_005422,Rocket League Tier Championship 2025,G_10,2025,2,2025-02-09,2025-02-21,12,Tier 3 (B-Tier / Minor),Offline (LAN),Psyonix,Saudi Arabia,Riyadh,SAU,102727.31,0,315090.0,95076,7986.38,84,TM_00141,0.326,"$102,727.31"
TN_005423,Dota 2 Tier Championship 2016,G_02,2016,6,2016-06-09,2016-06-23,14,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,11329.45,1,60505.0,18116,1268.12,70,TM_00161,0.1872,"$11,329.45"
TN_005424,StarCraft II Tier Championship 2015,G_13,2015,3,2015-03-19,2015-04-11,23,Tier 1 (S-Tier / Premier),Offline (LAN),Blizzard,Germany,Berlin,DEU,5024606.17,0,1001673.0,355178,49014.56,138,TM_00082,5.0162,
TN_005425,CrossFire Tier Championship 2022,G_20,2022,3,2022-03-01,2022-03-31,30,Tier 1 (S-Tier / Premier),Offline (LAN),Smilegate,Germany,Berlin,DEU,3570394.42,0,5794146.0,2270356,340553.4,150,TM_00021,0.6162,"$3,570,394.42"
TN_005426,Apex Legends Tier Championship 2012,G_12,2012,6,2012-06-26,2012-07-09,13,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,Online,GLB,59971.99,0,150619.0,53048,4137.74,78,TM_00038,0.3982,"$59,971.99"
TN_005427,League of Legends Tier Championship 2019,G_01,2019,1,2019-01-17,2019-02-04,18,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Thailand,Bangkok,THA,373848.13,0,1251340.0,555810,50022.9,90,TM_00001,0.2988,"$373,848.13"
TN_005428,Street Fighter 6 Tier Championship 2012,G_17,2012,8,2012-08-28,2012-09-28,31,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,Indonesia,,IDN,230152.81,0,,168327,26090.69,155,TM_00091,0.4607,"$230,152.81"
TN_005429,Rocket League Tier Championship 2015,G_10,2015,2,2015-02-27,2015-03-04,5,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,5706.65,0,61167.0,20303,812.12,40,TM_00100,0.0933,"$5,706.65"
TN_005430,Counter-Strike 2 Tier Championship 2014,G_03,2014,3,2014-03-11,2014-04-04,24,Tier 2 (A-Tier / Major),Offline (LAN),Valve,China,Shanghai,CHN,618981.41,0,732609.0,310395,37247.4,120,TM_00032,0.8449,"$618,981.41"
TN_005431,Arena of Valor Tier Championship 2019,G_06,2019,8,2019-08-24,2019-09-11,18,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,France,Paris,FRA,1385358.3,0,1064507.0,405225,36470.25,90,TM_00136,1.3014,
TN_005432,CrossFire Tier Championship 2020,G_20,2020,4,2020-04-20,2020-04-27,7,Tier 4 (Regional / Qualifier),Online,Smilegate,Online,Online,GLB,7483.29,0,86534.0,25072,1053.02,42,TM_00165,0.0865,"$7,483.29"
TN_005433,Rainbow Six Siege Tier Championship 2023,G_09,2023,1,2023-01-08,2023-01-22,14,Tier 4 (Regional / Qualifier),Online,Ubisoft,Online,Online,GLB,20372.78,0,118294.0,45248,3800.83,84,TM_00127,0.1722,"$20,372.78"
TN_005434,League of Legends Tier Championship 2020,G_01,2020,6,2020-06-02,2020-06-16,14,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,41939.78,0,183928.0,67168,5642.11,84,TM_00001,0.228,"$41,939.78"
TN_005435,Dota 2 Tier Championship 2025,G_02,2025,8,2025-08-09,2025-08-27,18,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Indonesia,Jakarta,IDN,820360.39,1,1747583.0,701787,75793.0,108,TM_00003,0.4694,"$820,360.39"
TN_005436,Apex Legends Tier Championship 2022,G_12,2022,9,2022-09-08,2022-09-19,11,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,Online,GLB,118694.45,0,360301.0,109958,8466.77,77,TM_00085,0.3294,"$118,694.45"
TN_005437,Overwatch 2 Tier Championship 2012,G_11,2012,5,2012-05-02,2012-05-12,10,Tier 3 (B-Tier / Minor),Offline (LAN),Blizzard,France,Paris,FRA,35138.01,0,90751.0,25410,2032.8,80,TM_00110,0.3872,TBD / Postponed
TN_005438,Rocket League Tier Championship 2015,G_10,2015,6,2015-06-09,2015-06-21,12,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Poland,Katowice,POL,64224.74,0,223532.0,87601,7358.48,84,TM_00141,0.2873,"$64,224.74"
TN_005439,CrossFire Tier Championship 2012,G_20,2012,3,2012-03-27,2012-04-10,14,Tier 3 (B-Tier / Minor),Online,Smilegate,Online,Online,GLB,461512.54,0,102521.0,32218,3157.36,98,TM_00138,4.5016,TBD / Postponed
TN_005440,Tekken 8 Tier Championship 2018,G_16,2018,12,2018-12-17,2018-12-20,3,Tier 4 (Regional / Qualifier),Online,Bandai Namco,Online,Online,GLB,18964.16,0,91664.0,40327,725.89,18,TM_00061,0.2069,"$18,964.16"
TN_005441,Call of Duty: Warzone Tier Championship 2014,G_15,2014,4,2014-04-01,2014-05-05,34,Tier 2 (A-Tier / Major),Offline (LAN),Activision,Philippines,Manila,PHL,138801.97,0,609927.0,251548,59868.42,238,TM_00058,0.2276,"$138,801.97"
